datetime,symbol,open,high,low,close,volume
1959-01-31,ECONOMICS:USM2,286600000000.0,286600000000.0,286600000000.0,286600000000.0,0.0
1959-02-28,ECONOMICS:USM2,287700000000.0,287700000000.0,287700000000.0,287700000000.0,0.0
1959-03-31,ECONOMICS:USM2,289200000000.0,289200000000.0,289200000000.0,289200000000.0,0.0
1959-04-30,ECONOMICS:USM2,290100000000.0,290100000000.0,290100000000.0,290100000000.0,0.0
1959-05-31,ECONOMICS:USM2,292200000000.0,292200000000.0,292200000000.0,292200000000.0,0.0
1959-06-30,ECONOMICS:USM2,294100000000.0,294100000000.0,294100000000.0,294100000000.0,0.0
1959-07-31,ECONOMICS:USM2,295200000000.0,295200000000.0,295200000000.0,295200000000.0,0.0
1959-08-31,ECONOMICS:USM2,296400000000.0,296400000000.0,296400000000.0,296400000000.0,0.0
1959-09-30,ECONOMICS:USM2,296700000000.0,296700000000.0,296700000000.0,296700000000.0,0.0
1959-10-31,ECONOMICS:USM2,296500000000.0,296500000000.0,296500000000.0,296500000000.0,0.0
1959-11-30,ECONOMICS:USM2,297100000000.0,297100000000.0,297100000000.0,297100000000.0,0.0
1959-12-31,ECONOMICS:USM2,297800000000.0,297800000000.0,297800000000.0,297800000000.0,0.0
1960-01-31,ECONOMICS:USM2,298200000000.0,298200000000.0,298200000000.0,298200000000.0,0.0
1960-02-29,ECONOMICS:USM2,298400000000.0,298400000000.0,298400000000.0,298400000000.0,0.0
1960-03-31,ECONOMICS:USM2,299300000000.0,299300000000.0,299300000000.0,299300000000.0,0.0
1960-04-30,ECONOMICS:USM2,300100000000.0,300100000000.0,300100000000.0,300100000000.0,0.0
1960-05-31,ECONOMICS:USM2,300900000000.0,300900000000.0,300900000000.0,300900000000.0,0.0
1960-06-30,ECONOMICS:USM2,302300000000.0,302300000000.0,302300000000.0,302300000000.0,0.0
1960-07-31,ECONOMICS:USM2,304100000000.0,304100000000.0,304100000000.0,304100000000.0,0.0
