datetime,symbol,open,high,low,close,volume
2002-01-02 14:30:00,INDEX:MMTH,57.97,57.97,57.97,57.97,0.0
2002-01-03 14:30:00,INDEX:MMTH,61.65,61.65,61.65,61.65,0.0
2002-01-04 14:30:00,INDEX:MMTH,63.57,63.57,63.57,63.57,0.0
2002-01-07 14:30:00,INDEX:MMTH,62.73,62.73,62.73,62.73,0.0
2002-01-08 14:30:00,INDEX:MMTH,63.35,63.35,63.35,63.35,0.0
2002-01-09 14:30:00,INDEX:MMTH,62.57,62.57,62.57,62.57,0.0
2002-01-10 14:30:00,INDEX:MMTH,62.83,62.83,62.83,62.83,0.0
2002-01-11 14:30:00,INDEX:MMTH,61.79,61.79,61.79,61.79,0.0
2002-01-14 14:30:00,INDEX:MMTH,59.9,59.9,59.9,59.9,0.0
2002-01-15 14:30:00,INDEX:MMTH,60.66,60.66,60.66,60.66,0.0
2002-01-16 14:30:00,INDEX:MMTH,57.63,57.63,57.63,57.63,0.0
2002-01-17 14:30:00,INDEX:MMTH,59.26,59.26,59.26,59.26,0.0
2002-01-18 14:30:00,INDEX:MMTH,56.95,56.95,56.95,56.95,0.0
2002-01-22 14:30:00,INDEX:MMTH,55.18,55.18,55.18,55.18,0.0
2002-01-23 14:30:00,INDEX:MMTH,57.03,57.03,57.03,57.03,0.0
2002-01-24 14:30:00,INDEX:MMTH,57.78,57.78,57.78,57.78,0.0
2002-01-25 14:30:00,INDEX:MMTH,57.59,57.59,57.59,57.59,0.0
2002-01-28 14:30:00,INDEX:MMTH,57.59,57.59,57.59,57.59,0.0
2002-01-29 14:30:00,INDEX:MMTH,54.29,54.29,54.29,54.29,0.0
2002-01-30 14:30:00,INDEX:MMTH,55.84,55.84,55.84,55.84,0.0
2002-01-31 14:30:00,INDEX:MMTH,57.33,57.33,57.33,57.33,0.0
2002-02-01 14:30:00,INDEX:MMTH,56.61,56.61,56.61,56.61,0.0
2002-02-04 14:30:00,INDEX:MMTH,53.28,53.28,53.28,53.28,0.0
2002-02-05 14:30:00,INDEX:MMTH,52.36,52.36,52.36,52.36,0.0
2002-02-06 14:30:00,INDEX:MMTH,50.63,50.63,50.63,50.63,0.0
2002-02-07 14:30:00,INDEX:MMTH,49.42,49.42,49.42,49.42,0.0
2002-02-08 14:30:00,INDEX:MMTH,52.22,52.22,52.22,52.22,0.0
2002-02-11 14:30:00,INDEX:MMTH,54.17,54.17,54.17,54.17,0.0
2002-02-12 14:30:00,INDEX:MMTH,54.15,54.15,54.15,54.15,0.0
2002-02-13 14:30:00,INDEX:MMTH,55.15,55.15,55.15,55.15,0.0
2002-02-14 14:30:00,INDEX:MMTH,54.42,54.42,54.42,54.42,0.0
2002-02-15 14:30:00,INDEX:MMTH,54.47,54.47,54.47,54.47,0.0
2002-02-19 14:30:00,INDEX:MMTH,51.03,51.03,51.03,51.03,0.0
2002-02-20 14:30:00,INDEX:MMTH,52.87,52.87,52.87,52.87,0.0
2002-02-21 14:30:00,INDEX:MMTH,50.94,50.94,50.94,50.94,0.0
2002-02-22 14:30:00,INDEX:MMTH,52.77,52.77,52.77,52.77,0.0
2002-02-25 14:30:00,INDEX:MMTH,54.33,54.33,54.33,54.33,0.0
2002-02-26 14:30:00,INDEX:MMTH,54.85,54.85,54.85,54.85,0.0
2002-02-27 14:30:00,INDEX:MMTH,55.53,55.53,55.53,55.53,0.0
2002-02-28 14:30:00,INDEX:MMTH,55.3,55.3,55.3,55.3,0.0
2002-03-01 14:30:00,INDEX:MMTH,58.36,58.36,58.36,58.36,0.0
2002-03-04 14:30:00,INDEX:MMTH,61.33,61.33,61.33,61.33,0.0
2002-03-05 14:30:00,INDEX:MMTH,61.41,61.41,61.41,61.41,0.0
2002-03-06 14:30:00,INDEX:MMTH,64.29,64.29,64.29,64.29,0.0
2002-03-07 14:30:00,INDEX:MMTH,63.99,63.99,63.99,63.99,0.0
2002-03-08 14:30:00,INDEX:MMTH,64.79,64.79,64.79,64.79,0.0
2002-03-11 14:30:00,INDEX:MMTH,65.95,65.95,65.95,65.95,0.0
2002-03-12 14:30:00,INDEX:MMTH,64.73,64.73,64.73,64.73,0.0
2002-03-13 14:30:00,INDEX:MMTH,63.45,63.45,63.45,63.45,0.0
2002-03-14 14:30:00,INDEX:MMTH,64.14,64.14,64.14,64.14,0.0
2002-03-15 14:30:00,INDEX:MMTH,64.86,64.86,64.86,64.86,0.0
2002-03-18 14:30:00,INDEX:MMTH,65.17,65.17,65.17,65.17,0.0
2002-03-19 14:30:00,INDEX:MMTH,65.47,65.47,65.47,65.47,0.0
2002-03-20 14:30:00,INDEX:MMTH,64.0,64.0,64.0,64.0,0.0
2002-03-21 14:30:00,INDEX:MMTH,64.33,64.33,64.33,64.33,0.0
2002-03-22 14:30:00,INDEX:MMTH,63.94,63.94,63.94,63.94,0.0
2002-03-25 14:30:00,INDEX:MMTH,62.02,62.02,62.02,62.02,0.0
2002-03-26 14:30:00,INDEX:MMTH,62.73,62.73,62.73,62.73,0.0
2002-03-27 14:30:00,INDEX:MMTH,64.09,64.09,64.09,64.09,0.0
2002-03-28 14:30:00,INDEX:MMTH,65.3,65.3,65.3,65.3,0.0
2002-04-01 14:30:00,INDEX:MMTH,64.69,64.69,64.69,64.69,0.0
2002-04-02 14:30:00,INDEX:MMTH,64.25,64.25,64.25,64.25,0.0
2002-04-03 14:30:00,INDEX:MMTH,63.02,63.02,63.02,63.02,0.0
2002-04-04 14:30:00,INDEX:MMTH,63.19,63.19,63.19,63.19,0.0
2002-04-05 14:30:00,INDEX:MMTH,63.04,63.04,63.04,63.04,0.0
2002-04-08 13:30:00,INDEX:MMTH,63.05,63.05,63.05,63.05,0.0
2002-04-09 13:30:00,INDEX:MMTH,62.98,62.98,62.98,62.98,0.0
2002-04-10 13:30:00,INDEX:MMTH,64.55,64.55,64.55,64.55,0.0
2002-04-11 13:30:00,INDEX:MMTH,62.88,62.88,62.88,62.88,0.0
2002-04-12 13:30:00,INDEX:MMTH,64.36,64.36,64.36,64.36,0.0
2002-04-15 13:30:00,INDEX:MMTH,64.41,64.41,64.41,64.41,0.0
2002-04-16 13:30:00,INDEX:MMTH,66.83,66.83,66.83,66.83,0.0
2002-04-17 13:30:00,INDEX:MMTH,66.95,66.95,66.95,66.95,0.0
2002-04-18 13:30:00,INDEX:MMTH,67.05,67.05,67.05,67.05,0.0
2002-04-19 13:30:00,INDEX:MMTH,67.49,67.49,67.49,67.49,0.0
2002-04-22 13:30:00,INDEX:MMTH,65.84,65.84,65.84,65.84,0.0
2002-04-23 13:30:00,INDEX:MMTH,65.53,65.53,65.53,65.53,0.0
2002-04-24 13:30:00,INDEX:MMTH,64.72,64.72,64.72,64.72,0.0
2002-04-25 13:30:00,INDEX:MMTH,64.38,64.38,64.38,64.38,0.0
2002-04-26 13:30:00,INDEX:MMTH,62.87,62.87,62.87,62.87,0.0
2002-04-29 13:30:00,INDEX:MMTH,62.37,62.37,62.37,62.37,0.0
2002-04-30 13:30:00,INDEX:MMTH,64.07,64.07,64.07,64.07,0.0
2002-05-01 13:30:00,INDEX:MMTH,64.93,64.93,64.93,64.93,0.0
2002-05-02 13:30:00,INDEX:MMTH,64.88,64.88,64.88,64.88,0.0
2002-05-03 13:30:00,INDEX:MMTH,64.69,64.69,64.69,64.69,0.0
2002-05-06 13:30:00,INDEX:MMTH,62.94,62.94,62.94,62.94,0.0
2002-05-07 13:30:00,INDEX:MMTH,62.38,62.38,62.38,62.38,0.0
2002-05-08 13:30:00,INDEX:MMTH,65.19,65.19,65.19,65.19,0.0
2002-05-09 13:30:00,INDEX:MMTH,63.15,63.15,63.15,63.15,0.0
2002-05-10 13:30:00,INDEX:MMTH,61.36,61.36,61.36,61.36,0.0
