Date,open,high,low,close,volume,dividends,stock splits,capital gains
2024-09-19 00:00:00-04:00,43.40840349109487,43.60823056755332,43.353903307543085,43.58098220825195,22700,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,43.244901743991186,43.426565537966425,43.16315320994976,43.39023208618164,11000,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,43.13590553452657,43.33573259259999,43.09957208216823,43.26306915283203,13700,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,43.0814065393494,43.41748232052356,42.990576370907355,43.299400329589844,10400,0.0,0.0,0.0
2024-09-25 00:00:00-04:00,43.14498590679034,43.23581607008834,42.95424048489535,43.04507064819336,8400,0.0,0.0,0.0
2024-09-26 00:00:00-04:00,43.26229924997019,43.55436511730621,43.26229924997019,43.47222137451172,6300,0.228,0.0,0.0
2024-09-27 00:00:00-04:00,43.581751418618055,43.590876955029856,43.344449173208254,43.54524230957031,65800,0.0,0.0,0.0
2024-09-30 00:00:00-04:00,43.408336506675816,43.49960579367042,43.13452168229177,43.353572845458984,19700,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,43.52698581773077,43.52698581773077,42.97936313318948,43.18928527832031,26300,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,42.988491710204265,42.988491710204265,42.687300256910284,42.92460250854492,18900,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,42.90634687059346,42.90634687059346,42.53213720673358,42.72380828857422,10600,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,42.63252957106913,42.897215352468905,42.60514948392425,42.69641876220703,13500,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,42.47736935228955,42.7329261063165,42.42260569855535,42.559513092041016,16700,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,42.78768970732911,42.82419532807395,42.41348011152231,42.669036865234375,71400,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,42.53212869568067,42.787688926428245,42.53212869568067,42.67816162109375,8000,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,42.51388034283147,42.76030809133015,42.51388034283147,42.751182556152344,18000,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,42.80594307343853,43.024990718641625,42.80594307343853,42.96110153198242,7100,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,43.08888194561096,43.35356772098914,42.92459446307966,43.20753479003906,27500,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,43.344442772568925,43.39920294635388,43.16190073598631,43.253170013427734,6100,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,43.20753989724755,43.390081952936875,43.20753989724755,43.353572845458984,12500,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,43.380948614906856,43.48134690962232,43.28055032019139,43.47222137451172,14800,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,43.335313919641834,43.67301442549157,43.28967928074859,43.58174514770508,7800,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,43.42658578722913,43.42658578722913,43.02499261713708,43.15277099609375,7800,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,43.00673992762857,43.07975813687931,42.84245243851426,43.07062911987305,20100,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,42.75118138545299,42.897214316197584,42.48649561044724,42.659912109375,9500,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,42.68729146905449,42.68729146905449,42.55038407556883,42.559513092041016,29800,0.0,0.0,0.0
